STATE;YEAR;DigitalOcio_hours;M_minutes;M_share;GFR;ASFR_15_19;ASFR_20_24;ASFR_25_29;ASFR_30_34;ASFR_35_39;ASFR_40_44;BirthShare_15_19;BirthShare_20_24;BirthShare_25_29;BirthShare_30_34;BirthShare_35_39;BirthShare_40_44;MeanMaternalAge;FirstBirthRate
Alabama;2005;3.046392496;200;0.1388888889;63.36;48.05783514;116.9045408;113.512634;74.38822398;29.37907145;5.332473381;0.1289621295;0.3175346012;0.2778552225;0.1848385277;0.07544226493;0.01536725414;26.02298375;26.02658916
Alabama;2006;3.180071545;253.3175562;0.1759149696;65.91;51.83111931;121.3598492;116.8898679;75.11618543;30.56212942;5.349377564;0.1354713807;0.313661393;0.2854626529;0.1746671533;0.07623339734;0.01450402272;25.92928741;27.53494035
Alabama;2007;2.924938918;219.4163401;0.1523724584;67.43;52.06842663;123.7754322;117.7913954;77.99932688;31.42526596;5.506159229;0.1345484365;0.3129767449;0.2852191673;0.175705157;0.0773313116;0.01421918275;25.95178212;28.3232061
Alabama;2008;3.323263823;261.3182313;0.181470994;66.98;50.53284133;121.6342086;117.8606048;78.02871938;30.6613502;5.39262353;0.133011127;0.3104991608;0.2890998943;0.1775035743;0.07624168583;0.01364455772;25.98802395;27.86567848
Alabama;2009;3.519820868;226.5278103;0.1573109793;64.73;48.30249548;113.7671616;114.4966163;77.70204479;28.83011675;5.590934162;0.1317648948;0.3038060061;0.290444837;0.1858198169;0.07383973021;0.01432471495;26.04990646;27.26233291
Alabama;2010;3.672337309;211.8966122;0.1471504251;62.35;44.03386944;105.2023121;112.7037948;76.29955715;29.41760827;6.038479516;0.1225978796;0.2962684698;0.295233325;0.1933049503;0.07663410969;0.01596126555;26.25959037;25.81326389
Alabama;2011;3.295714221;244.5867103;0.1698518822;61.66;41.00766295;101.4545413;111.6107592;77.37436137;30.38148579;5.995361253;0.1116271999;0.2971151572;0.2955443705;0.2018207614;0.07769482823;0.01619768267;26.42135822;25.57134588
Alabama;2012;3.49953585;238.7808289;0.1658200201;60.8;39.13603801;96.76105113;110.6165628;78.47081202;30.55076878;5.493652814;0.1062388531;0.2932501029;0.2974859377;0.2094080121;0.07844011524;0.01517697901;26.51919802;24.98163345
Alabama;2013;4.349875684;210.412046;0.1461194764;60.48;34.210159;97.54751513;110.8778251;78.86082105;31.03221829;5.565413776;0.09289024411;0.2984133547;0.3011352869;0.2123279412;0.07978017813;0.01545299499;26.66949705;24.44207292
Alabama;2014;3.491054185;227.7374368;0.1581509978;61.71;32.01068514;97.19039469;113.4677692;84.22398364;33.16926315;5.74255067;0.08444886536;0.288161311;0.305846849;0.2221397984;0.083959942;0.01544323431;26.89149467;25.15683893
Alabama;2015;3.890766175;201.7914253;0.1401329342;62.1;30.16338767;97.90650087;113.3248941;85.44694534;34.73997733;5.947650422;0.07957884838;0.2820103777;0.3111786536;0.2231196789;0.08852915988;0.01558328156;27.0211868;24.09762132
Alabama;2016;3.886764699;252.842349;0.1755849646;61.99;28.37957684;96.75748597;111.2363706;86.69233895;35.72703378;6.119286348;0.0758499255;0.272010023;0.3157422457;0.2275497765;0.09320398212;0.01564404714;27.17168148;23.46506667
Alabama;2017;4.029710522;212.3328399;0.1474533611;61.94;27.03443528;96.80981595;110.0914203;86.86958885;36.38601262;6.540459038;0.07207314379;0.2681712353;0.3190523937;0.2281494825;0.09596723485;0.01658650987;27.28787094;23.48612605
Alabama;2018;3.954485775;238.1167977;0.1653588873;60.77;25.1685278;94.42235264;107.5832468;86.37565882;36.33487264;6.878050748;0.06805647091;0.2648028027;0.3182212356;0.2327864303;0.09839050956;0.0177425509;27.40982474;23.10179869
Alabama;2019;4.302721308;224.7155688;0.1560524784;61.63;25.56974301;95.16128028;110.1945617;87.27021651;36.90866032;6.994361756;0.06760452634;0.2611705583;0.3189976411;0.2354962224;0.09883422789;0.01789682404;27.45117022;22.69067162
Alabama;2020;3.544310315;218.8829156;0.1520020247;60.46;23.27753607;87.98995642;109.6974259;84.16141541;37.08561293;7.198313538;0.06584161858;0.2533894181;0.3166585552;0.2414308559;0.1032121254;0.01946742682;27.60076549;21.99269303
Alabama;2021;4.376601217;181.346688;0.1259352;58.775;22.06171949;85.27650999;111.856314;85.45157626;38.20146219;7.318674935;0.06284954775;0.2483428848;0.3137989367;0.2492922737;0.1057101429;0.02000621418;27.73018504;22.13536109
Alabama;2022;3.870709673;214.9451581;0.1492674709;58.475;20.61245004;83.21295275;113.7716349;85.18927078;39.22495862;7.58222915;0.05937096079;0.2432227488;0.3149332184;0.2528737613;0.1086428264;0.02095648427;27.85139897;22.04138159
Alabama;2023;3.108385211;227.564669;0.1580310201;57.582;20.0477579;81.62006941;110.5902196;84.79582572;40.20480882;7.988242095;0.05918112855;0.2407253455;0.3088780353;0.2555682566;0.1131490526;0.02249818144;27.94986889;22.11824968
Alabama;2024;3.249566857;228.060868;0.1583756028;57.129;19.09203908;77.70964728;111.8626367;86.23054891;39.93161117;8.277276556;0.05685375768;0.230165182;0.3149528669;0.2598460607;0.1147280118;0.0234541209;28.07142126;21.75117981
Alaska;2005;3.090322581;205.8387097;0.1429435484;73.65;39.92000615;129.3289814;134.3937298;96.77116576;47.1360915;11.49900417;0.09954924715;0.2926057351;0.2795626738;0.1977558262;0.1011796298;0.02934688789;26.98920783;27.52429653
Alaska;2006;1.029835203;338.3009556;0.2349312191;77.03;41.82653953;134.2896006;136.1437763;99.80970504;51.4557129;10.63245449;0.1004012402;0.2971001277;0.2797738464;0.1913186212;0.106693416;0.0247127485;26.88854642;29.96523022
Alaska;2007;2.913801611;255.9732526;0.1777592032;77.79;42.87085012;136.2590401;136.0800068;99.60425309;46.61447968;10.77568479;0.101342769;0.3008528398;0.2888767919;0.1895300308;0.09562692796;0.02377064054;26.76711123;30.74382265
Alaska;2008;2.458627322;290.3121412;0.2016056536;81.13;44.1892155;139.676451;139.2920281;103.0602637;48.54455889;11.77485443;0.09939574394;0.293370698;0.296698485;0.1916980471;0.09492950346;0.02390752255;26.79008845;30.59390253
Alaska;2009;3.099602759;168.1409533;0.1167645509;79.26;43.19975002;129.135539;134.873235;102.6941363;50.43111191;10.56399511;0.09791943338;0.2785303232;0.3019034971;0.2007968127;0.09942452413;0.02142540947;26.95940283;29.87902434
Alaska;2010;2.689655681;324.6875532;0.2254774675;79.93;38.71385762;137.8692554;134.4069251;108.5840708;46.68848228;12.05035166;0.08350803634;0.2890461216;0.3011006289;0.214360587;0.08848707198;0.02349755416;27.02698681;30.83122282
Alaska;2011;3.22991372;225.1494928;0.1563538144;78.4;36.549404;131.5055198;130.2434069;104.2637959;53.06006532;11.62687099;0.07694998251;0.2843651626;0.3027282267;0.2151101784;0.09802378454;0.02282266527;27.19755203;31.27192121
Alaska;2012;3.022382251;355.0936063;0.2465927822;75.72;34.82078166;117.2370338;126.449682;105.4746771;52.11162094;13.20915238;0.07324726555;0.2668997669;0.303030303;0.2305899229;0.09978483055;0.02644791106;27.47832123;29.14479821
Alaska;2013;1.876321651;297.068943;0.2062978771;77.58;30.67989773;116.8603291;130.2272644;107.4527517;54.70500373;12.55154289;0.06203452204;0.2625952861;0.3107859459;0.2376237624;0.102689915;0.02427056865;27.62085297;28.66779089
Alaska;2014;3.138065288;258.869445;0.1797704479;77.17;28.3965836;118.6447426;128.6145564;109.7942323;51.49877604;11.53935996;0.05674320401;0.2621623999;0.3110759215;0.2501979414;0.09809096507;0.02172956805;27.69204276;28.68667826
Alaska;2015;1.689647245;153.3876944;0.1065192322;76.87;29.65152737;111.2291165;126.8989848;110.1256186;55.20894116;11.09128611;0.0587765249;0.2417650715;0.3129716772;0.256858741;0.1092071384;0.02042084702;27.92106055;28.69932092
Alaska;2016;3.148273805;303.8213187;0.2109870269;75.88;26.19047619;109.1381366;125.1279156;110.7086849;55.9479714;11.18202959;0.05213736362;0.2292076552;0.3171167948;0.2651582901;0.1161688428;0.02021105348;28.10880433;26.99349938
Alaska;2017;2.844015801;319.8289068;0.2221034075;71.32;22.12409523;101.2323549;118.3267772;102.1627881;54.56677415;13.16180109;0.0466500288;0.216836245;0.323382607;0.2625263966;0.1250719908;0.02553273181;28.39010703;25.2830504
Alaska;2018;2.056094425;223.7398351;0.1553748855;69.18;19.53449709;100.873746;113.2878739;103.7456413;53.25492118;12.61829653;0.04199761716;0.2166401906;0.3117553614;0.2747220016;0.1294678316;0.02541699762;28.54149573;24.63372342
Alaska;2019;3.009208616;296.3618899;0.205806868;67.92;18.41439415;97.99054938;113.5786101;98.04141018;54.53448623;13.94693362;0.04009794919;0.2094684216;0.3146617692;0.2681359045;0.1383532293;0.02928272625;28.70269615;23.57898006
Alaska;2020;3.027887029;224.134927;0.1556492549;65.6;17.51946607;96.58922392;113.836478;97.74324274;52.27882038;12.6270986;0.04;0.2067724868;0.3064550265;0.2782010582;0.1403174603;0.02825396825;28.76997831;23.1635526
Alaska;2021;3.202243568;167.4376306;0.1162761324;64.83;17.61088334;95.18416388;111.8343436;96.35714023;53.92118611;13.37731354;0.04042780749;0.2067379679;0.2940106952;0.2797860963;0.1478074866;0.03122994652;28.89879198;23.15550511
Alaska;2022;3.164354712;120.4018296;0.08361238167;64.545;16.67055802;94.39469648;112.0931596;97.33101247;54.56234038;13.59395824;0.03821860614;0.2042607858;0.2864789637;0.2873354031;0.150947436;0.03275880527;28.99970453;23.4958884
Alaska;2023;3.222912011;133.6351036;0.0928021553;61.671;15.87375261;87.55964386;108.7869659;94.14424269;54.38836873;12.45559218;0.03805073431;0.1980418336;0.2852692479;0.2872719181;0.1589897641;0.032376502;29.12983422;21.90784949
Alaska;2024;1.98195761;287.0030649;0.199307684;60.687;14.61502997;84.9660429;107.4030154;94.97372122;53.65690749;13.27360212;0.03552218736;0.1948677723;0.2841774989;0.2875392201;0.1620349619;0.03585835948;29.25866932;21.58588471
Arizona;2005;2.820262794;232.846473;0.1616989396;80.33;58.70062582;133.4046217;131.6100443;104.1061626;46.76805293;9.132420091;0.1233290931;0.2770733844;0.2787104039;0.2074427043;0.09375847184;0.01968594249;26.6508257;29.34261388
Arizona;2006;3.029414292;299.8665238;0.2082406415;83.3;61.24690757;140.9408306;133.1715195;105.5366997;49.46964658;9.616406333;0.1255433293;0.2778223754;0.2809159259;0.1993871637;0.09683987939;0.01949132631;26.6184639;30.93138302
Arizona;2007;2.962634816;247.690957;0.172007609;82.39;59.61133116;136.2274644;131.054921;107.7814553;48.52190252;10.14552162;0.1253458017;0.2715273719;0.2808591467;0.2049191506;0.0970972141;0.02025131502;26.68179291;30.12457204
Arizona;2008;3.134701038;269.4741354;0.1871348162;78.74;54.49070118;125.7301115;127.6046143;104.3920233;48.24988198;9.756987413;0.1215369875;0.2646361757;0.2844738036;0.2083808179;0.1010135646;0.0199586506;26.81101074;28.65276951
Arizona;2009;2.944869432;275.1908794;0.1911047774;73.27;48.56350458;113.6835716;121.4435597;97.97563624;45.4262511;9.880900747;0.1175440493;0.2591287428;0.2865311858;0.2136093395;0.1017619717;0.02142471084;26.94835304;26.82873898
Arizona;2010;3.030784565;251.3816463;0.1745705877;69.08;42.07653457;104.6209822;117.3764187;94.69880106;44.61983354;9.557458887;0.1076436261;0.2564805155;0.2869311993;0.222315215;0.1045481123;0.02208133176;27.13261428;25.37030751
Arizona;2011;3.213590253;265.0529314;0.1840645357;67.12;38.1990698;98.71656742;114.6624145;93.09779796;45.59724922;10.02191991;0.09847632443;0.2566572902;0.2857126113;0.227742616;0.1072433193;0.02416783872;27.31866497;24.73546943
Arizona;2012;2.953775538;230.0050552;0.1597257328;67.34;37.04362744;95.07489984;116.7497841;94.8327437;46.20542487;10.28010035;0.09412242059;0.2531068862;0.286865291;0.2333758405;0.1076860654;0.02484349641;27.4022733;24.79688743
Arizona;2013;3.726805521;241.3413311;0.1675981466;66.16;32.96788458;92.73750657;116.5330572;92.99385475;46.54570934;9.883417768;0.08470070154;0.2541372404;0.2912992048;0.2351873324;0.1104786667;0.02419685417;27.53737342;23.83387746
Arizona;2014;3.023607959;263.7894548;0.1831871214;66.29;29.86474724;90.61274127;115.0349027;97.32962397;49.16187506;10.04019908;0.07637567328;0.2475000865;0.2902321719;0.2453317648;0.1163627556;0.02419754795;27.75861516;23.6605088
Arizona;2015;3.404365331;211.4701913;0.1468542995;64.53;26.27262179;87.73143922;112.1563561;95.63048356;48.30772321;10.47437965;0.06939144524;0.2426234898;0.2976082847;0.2462280877;0.1185994904;0.02554920217;27.89738655;22.86224962
Arizona;2016;3.044744003;207.6857936;0.1442262456;63.38;23.45395241;84.90562006;108.2442351;96.85021917;47.46138407;10.23673668;0.06353479767;0.2356373642;0.3010223445;0.2539257081;0.1208785996;0.02500118601;28.03776697;22.02349292
Arizona;2017;3.19974197;227.5038321;0.1579887723;60.68;21.92925035;79.62144298;102.5804028;93.56861969;46.68660303;10.52560393;0.06153714272;0.2271792109;0.3043180093;0.2546719244;0.1256092483;0.02668446447;28.18033775;21.33657269
Arizona;2018;3.830941798;252.4595699;0.1753191458;58.47;20.10167557;75.90534866;98.21899975;92.23417283;46.95048914;10.92069732;0.05775177913;0.2220276463;0.3026690016;0.2581690823;0.1309537116;0.02842877902;28.33229759;20.82267803
Arizona;2019;3.044619057;226.2352187;0.1571077907;56.61;18.46135429;70.75355274;96.60162627;89.9758324;45.74117318;10.44876214;0.0545319071;0.213593827;0.3078691133;0.2637687382;0.1320990617;0.02813735271;28.45094793;20.28043441
Arizona;2020;3.387538095;186.9765429;0.1298448214;53.85;17.03927387;69.26084127;96.76129048;90.43790715;46.20997886;10.48281186;0.05099888;0.209269919;0.3024379444;0.2733701456;0.1349204282;0.02900268278;28.59020779;20.57679525
Arizona;2021;3.147587225;189.6759044;0.131719378;55.724;15.46831848;66.78448833;98.19554486;90.94774579;46.90108399;10.56416967;0.04569141887;0.2022723471;0.3045923028;0.2807236512;0.1370099206;0.02971035938;28.73953633;20.58778086
Arizona;2022;3.398414509;196.4405903;0.1364170766;54.887;14.96360035;63.72197662;96.93584633;90.49978214;47.45427367;10.91840423;0.04541509241;0.1963136935;0.3017206168;0.2863269682;0.1389895844;0.03123404473;28.8509734;20.7506399
Arizona;2023;2.927455392;191.3000103;0.1328472293;53.607;14.26975233;60.74891912;94.03367778;88.69559709;48.75114525;10.99198283;0.04442476286;0.1915360622;0.2979706573;0.2875608097;0.1461614489;0.032346259;28.97796077;20.62036914
Arizona;2024;2.892934134;205.8849131;0.1429756341;53.015;13.92046962;59.23607512;92.40750482;89.3794369;47.78939758;10.92190857;0.04344281092;0.1892756134;0.2954111142;0.2928886284;0.146533493;0.03244834;29.04001764;20.80179726
Arkansas;2005;3.082199546;159.84375;0.1110026042;69.24;58.64207148;136.2499871;118.1030749;72.3859975;27.40122426;5.040163805;0.1444617865;0.3388173886;0.2790983292;0.1615280301;0.06299414067;0.01310032495;25.49057685;28.06855928
Arkansas;2006;3.321961896;240.8510722;0.167257689;71.85;60.82366661;144.8333074;118.7595966;74.04832261;28.26303082;5.037833731;0.1455889915;0.3419847702;0.2802820695;0.1564604197;0.06334320903;0.01234054014;25.45065045;28.72362134
Arkansas;2007;3.589367356;271.8033592;0.1887523328;72.47;60.13557396;145.3651832;119.3471816;74.14090147;29.75894498;5.261007253;0.1437024104;0.3385227218;0.2840826422;0.1544449294;0.06675881469;0.0124884815;25.48255626;28.57966298
Arkansas;2008;3.461307306;251.6418166;0.1747512615;71.28;59.75434326;138.4085906;117.5093777;75.39764511;28.57603612;5.320101556;0.1464424831;0.3301612347;0.283442631;0.1619742616;0.06552931315;0.01245007643;25.54090873;28.41784708
Arkansas;2009;3.188634431;266.9610214;0.1853895982;69.79;57.83653363;132.9624849;117.1975307;73.64063549;27.23601314;4.910728804;0.1448899411;0.32687755;0.2873621115;0.1657683977;0.06369314461;0.01140885508;25.56069398;27.86493076
Arkansas;2010;3.533542772;267.923679;0.1860581104;67.51;52.6989438;123.1775569;115.8285028;73.79824705;28.36431024;5.301763246;0.1360195614;0.3188877039;0.2884790469;0.1763129829;0.06768462399;0.01261608095;25.79908865;26.97914673
Arkansas;2011;3.753895274;260.1853918;0.1806842999;67.68;49.67753181;118.9845303;118.8993058;75.67285469;28.82052421;5.7585086;0.1254141644;0.3161627666;0.2934872644;0.1839148892;0.0671722924;0.0138486229;25.96129168;26.69399136
Arkansas;2012;4.151857269;209.7245477;0.145642047;66.81;45.05568506;116.3622417;116.5480614;77.61827697;31.12700851;5.437100213;0.113666658;0.3171898278;0.2902171924;0.1930425237;0.07255429811;0.01332950001;26.16011278;26.33764922
Arkansas;2013;3.420858858;280.2886501;0.1946448959;65.77;43.1311894;112.6619569;116.6820994;76.38794731;31.48146079;6.004151807;0.1100166812;0.3128922075;0.2936161199;0.1939259142;0.07461540498;0.01493367225;26.27867159;25.50617979
Arkansas;2014;3.19892876;254.3538375;0.1766346094;66.86;39.26413488;113.442485;118.6073178;82.07167996;32.7328793;6.163295108;0.09841525931;0.3086731375;0.2960784824;0.2051055193;0.07679096516;0.01493663639;26.50263876;26.80424897
Arkansas;2015;4.594879221;224.6744589;0.1560239298;67.32;37.93576609;112.8594046;120.3281863;84.10833656;34.59660899;6.088064562;0.09475583043;0.2975905167;0.3042391444;0.2071897951;0.08181935318;0.01440536013;26.63880119;25.371783
Arkansas;2016;3.852942779;192.2426206;0.1335018199;66.22;34.69564144;111.1321545;118.2312086;83.80199519;34.76238236;6.279610262;0.08828380678;0.2918968451;0.3110878387;0.2087184186;0.08529912292;0.0147139678;26.75979539;24.11881566
Arkansas;2017;3.723599488;230.7569386;0.160247874;64.84;32.80143674;107.9531138;115.0506654;84.92314171;33.22571115;6.718874645;0.08487794455;0.2860691202;0.3135516265;0.2154265264;0.08410341328;0.01597136905;26.86906215;23.13721819
Arkansas;2018;3.202593492;289.1393127;0.2007911893;63.94;30.34165449;106.7093234;112.5211093;83.96432069;35.33037347;6.833406268;0.0792229227;0.2851808761;0.3118861441;0.2157255337;0.09150680484;0.01647771855;27.01937268;22.8442305
Arkansas;2019;3.613838216;209.3068995;0.1453520135;63.13;29.95561746;105.2054015;111.0664339;82.66608282;35.33264033;6.919876288;0.07893511544;0.2835857687;0.3101804935;0.217167429;0.09309523157;0.01703596176;27.07277314;22.5892422
Arkansas;2020;3.268034138;272.3053284;0.1891009225;60.52;27.4034326;100.8232138;110.794904;80.29512549;34.75592573;7.176143698;0.07607892193;0.2799511002;0.308807642;0.2218399955;0.09467220106;0.01865013931;27.18936274;22.06629408
Arkansas;2021;3.695224534;150.5218626;0.1045290713;61.418;26.33677559;99.03640257;112.7480333;83.96685915;36.64298902;7.483000459;0.07265385686;0.2730437204;0.3041214146;0.2328320802;0.09782790309;0.01952102478;27.34956934;22.77186698
Arkansas;2022;3.611321647;192.1181068;0.133415352;59.94;24.23159045;94.75875385;114.3835616;81.1652584;36.50256432;7.811845522;0.06891098057;0.2661262991;0.3112855852;0.2333088568;0.09929959331;0.02106868504;27.45903567;22.8081919
Arkansas;2023;2.569153786;183.7721086;0.1276195198;58.977;23.84961817;91.3358557;113.7545395;80.36921401;37.06258429;7.609456732;0.06922617864;0.2593139902;0.313336554;0.2348176987;0.1023046975;0.02100088096;27.52094603;22.2905999
Arkansas;2024;3.533384066;193.4052599;0.1343092082;58.744;22.18383401;89.23769931;113.8260136;82.13232647;37.17717901;7.910087652;0.06432169336;0.2545135548;0.316910974;0.2388363801;0.1034297357;0.02198766201;27.65000835;22.22022535
California;2005;2.931324278;217.0944882;0.1507600612;70.21;38.68070905;99.34898646;113.2022953;105.8908079;57.30123518;13.07363423;0.09151852265;0.2297017243;0.2625912506;0.2447133667;0.1385764639;0.03289867187;28.04294178;27.15490368
California;2006;2.690310465;281.0096979;0.1951456235;71.84;39.87508827;102.4606837;114.1273117;108.1613773;58.5644918;13.77265639;0.09423001761;0.230581567;0.2647702876;0.2382823724;0.1389410902;0.0331946653;27.98120224;27.95758621
California;2007;2.84182913;286.9809224;0.1992923072;72.31;39.57975821;101.1564438;114.4826926;110.6287111;59.28073703;13.80501409;0.09465946728;0.2269314398;0.2669273994;0.2399970229;0.1390891837;0.03239548685;27.99237851;28.34113984
California;2008;2.910496059;255.1949991;0.1772187494;70.2;37.89349386;95.44707341;110.4665347;107.966817;58.52898623;14.29172275;0.09413396029;0.2226223578;0.2677840942;0.2414254935;0.1400872736;0.03394682059;28.06257194;27.60827495
California;2009;3.021368196;242.7098185;0.168548485;66.85;34.87635304;87.45350401;105.5347583;103.4073633;57.30972651;14.18657272;0.09112541247;0.2171970615;0.2687600497;0.2460791934;0.1419472958;0.0348909871;28.187272;26.30009761
California;2010;2.807917923;259.1573023;0.1799703488;64.53;31.71237568;81.0307755;102.78019;101.4167581;57.22909981;14.27853433;0.08489168436;0.2118977027;0.269408971;0.2537129906;0.1436463545;0.03644229691;28.34905551;25.47618727
California;2011;2.899236675;269.4782255;0.1871376566;63.17;28.76455763;75.14204618;100.1271697;102.1817444;58.21679186;14.5339503;0.07658317821;0.2059566249;0.2685639679;0.2647910923;0.1460044907;0.03810064601;28.55871315;24.70181952
California;2012;2.934742414;264.9451356;0.1839896775;63.04;26.59732609;72.33476651;99.28252918;103.8724049;60.34764054;14.72135075;0.06953745336;0.201419449;0.2666937721;0.2734103447;0.1503894416;0.03854953921;28.73960555;24.80763078
California;2013;2.864514046;254.3038675;0.176599908;61.72;23.56340839;68.92598691;95.27397651;103.3486393;61.18331067;14.74082024;0.0619157029;0.1963542703;0.2643346878;0.282547099;0.1557076921;0.03914054794;28.95822853;24.14414555
California;2014;3.05521253;241.5509909;0.1677437437;62.14;21.15363843;67.51316263;94.66081433;106.5985915;64.32947045;15.19488895;0.05395008444;0.1886086967;0.2647776318;0.2911348183;0.1623014178;0.03922735095;29.18771842;24.41374049
California;2015;2.972375626;244.7774514;0.1699843413;60.57;19.05776217;64.24817815;90.23737685;105.246232;63.81394595;15.5861967;0.0493696814;0.1807655313;0.2653158332;0.2967408863;0.1673320767;0.04047599112;29.37015692;23.59587692
California;2016;2.964393601;256.3336342;0.1780094682;60.37;16.99362382;62.12078464;87.85374013;105.6543533;64.79382531;15.88035609;0.04399460854;0.1719101862;0.2672140309;0.3020263162;0.1740716998;0.04078315828;29.5611097;23.39897079
California;2017;2.880748244;270.3151875;0.1877188802;57.93;15.16244678;58.52960659;83.14663429;102.0135372;64.37240963;16.29505537;0.04032962305;0.1648626429;0.2660690172;0.3033209373;0.1822426124;0.04317516709;29.75940551;22.55963766
California;2018;2.783650999;247.373154;0.1717869125;55.96;13.61491247;54.26766595;79.19173925;99.22169729;64.04792169;16.15239016;0.03739703059;0.1559391451;0.2627821235;0.3085713402;0.1910100446;0.04430031612;29.96171354;21.8593912
California;2019;2.950069351;252.0815979;0.1750566652;55.07;12.38854665;52.37831212;77.92076744;97.18462542;64.04702242;16.43599173;0.03457118093;0.1503630244;0.2607697243;0.3122302644;0.1961029751;0.0459628308;30.11773511;21.79253612
California;2020;3.363778924;167.0689312;0.1160200911;52.15;10.77435686;48.82537525;75.23525699;91.56846408;61.13418786;15.73623377;0.03250245723;0.146051804;0.2565878996;0.3172236;0.2001635765;0.04747066265;30.24031775;20.60058697
California;2021;3.262067623;181.5826715;0.1260990774;52.785;10.17778503;48.37140006;76.6599356;93.28641095;63.034391;15.95997084;0.02982064602;0.1402621732;0.2517263956;0.3243019149;0.2053466889;0.0485421814;30.39934574;20.93355395
California;2022;2.997777355;191.6474699;0.1330885208;52.29;9.680028506;46.4975037;75.9338145;92.57780834;64.84661231;16.94385798;0.0294546606;0.1366346989;0.2453547561;0.3248984115;0.2113520023;0.05230547067;30.55028911;20.78541667
California;2023;3.217486226;204.2910852;0.1418688092;49.689;9.026709017;42.89279759;72.04523031;88.72995199;62.70916643;16.70701066;0.02910076183;0.1329993792;0.2409823581;0.3265377935;0.2155612918;0.05481841557;30.65743267;20.26031496
California;2024;2.857199909;212.7724992;0.14775868;49.543;8.676499618;41.70291014;71.26151021;89.62245163;63.36962198;16.83820465;0.02792340323;0.1304676245;0.2360157876;0.3285552065;0.221256203;0.05578177525;30.76807853;20.42070573
Colorado;2005;2.692054264;429.1875;0.298046875;69.38;41.84242668;100.5926282;117.6352024;102.381742;52.31461546;9.952146851;0.09666065507;0.2372447495;0.2716272034;0.2424515679;0.1254581418;0.02655768224;27.71244997;28.41235915
Colorado;2006;2.665479784;274.9514011;0.190938473;70.71;41.88223854;101.8882171;118.2542436;104.4831741;53.47932797;10.09253354;0.0952657772;0.2372499256;0.275489515;0.2385118178;0.1279048335;0.02557813098;27.70140637;28.51135762
Colorado;2007;2.544682905;324.3625724;0.2252517864;70.24;41.55153698;100.1925128;115.2756145;103.3297755;53.54989798;10.46735415;0.09546008445;0.2315583643;0.2789554227;0.2373111911;0.1308980644;0.02581687307;27.76924002;29.20420749
Colorado;2008;2.469022787;325.1226471;0.2257796161;68.94;40.49239929;97.35662673;111.3704854;102.5394231;51.43244501;10.69399577;0.09505534633;0.2286311629;0.2794237681;0.2425644036;0.1282058626;0.02611945642;27.79273639;28.3336262
Colorado;2009;2.734908314;304.6780255;0.2115819621;67.03;37.6969778;92.28928187;106.6310393;100.8381972;51.32291631;11.25009602;0.09066725133;0.2231966674;0.2793977929;0.2489951034;0.1299130308;0.02783015421;27.95019776;27.27838334
Colorado;2010;2.9752776;257.8021409;0.1790292645;64.55;33.4475953;86.57784728;103.3583687;98.85078734;50.98016165;11.32128542;0.08273256253;0.2175470415;0.2809944835;0.2584447971;0.1310813874;0.02919972795;28.12923585;26.56713152
Colorado;2011;2.35855076;273.0045407;0.1895864866;62.45;28.87870821;79.72232544;99.8963561;99.59260876;50.74749691;11.32274707;0.07300598359;0.2084541361;0.2824162606;0.2744587009;0.1312380482;0.03042687064;28.37095907;25.9668029
Colorado;2012;3.085732893;307.876844;0.2138033639;61.88;25.39445772;77.3091613;100.2551557;98.76026772;52.23491183;10.9929319;0.06390081068;0.2051932869;0.2858922885;0.2796468073;0.1355084837;0.02985832295;28.53061593;25.20986811
Colorado;2013;2.814642644;277.6279321;0.1927971751;60.86;23.3951672;73.52480358;98.2039752;98.82794087;53.00445924;10.71944394;0.05911375621;0.1989731413;0.2845292793;0.2877054488;0.1403836073;0.02929476703;28.69185783;24.92693538
Colorado;2014;2.740170685;277.0055487;0.1923649644;60.54;20.42915132;73.99593863;97.35829753;99.25455478;52.9820876;11.49582203;0.05143161742;0.1997867804;0.2840694487;0.2918062747;0.1421261042;0.0307797746;28.84765398;24.4991155
Colorado;2015;3.063228017;258.7400075;0.1796805607;60.02;19.44472525;70.78649798;94.22002308;100.2585493;54.64064887;11.29623268;0.0492380895;0.1903119918;0.2815605613;0.2989519966;0.1502288743;0.02970848642;29.00107398;24.14803964
Colorado;2016;3.375782211;306.2858136;0.2126984817;59.16;17.91773494;66.30913661;91.50492911;100.648822;54.64420306;11.88285003;0.04617700181;0.1782811559;0.2817880795;0.3070288983;0.1558248043;0.0309000602;29.20016805;23.30868847
Colorado;2017;2.885347982;264.5669658;0.1837270596;56.44;16.15125447;62.3270412;85.98069579;95.89606204;53.53850881;11.67774718;0.04344914581;0.1725663028;0.28188996;0.3077102767;0.162817498;0.03156681669;29.33064722;22.31684622
Colorado;2018;2.966403369;294.7785305;0.2047073129;53.98;14.38676554;58.83871837;81.41266873;93.55493542;52.07458257;11.36254702;0.0402111003;0.1671263891;0.2797397918;0.313764569;0.1670307243;0.0321274255;29.48008961;21.61836291
Colorado;2019;2.990032458;298.5006669;0.2072921298;53.17;13.96605418;57.6604967;79.20338159;91.98579312;52.47021895;11.93166161;0.03941303134;0.1640162692;0.2755562645;0.314777893;0.1717042826;0.03453225935;29.60702185;21.6551757
